block_type player_loc monster object gold monster_index object_index gold_value prox_ripple_value visible color
3 17 . 0 0 0 -1 -1 -1 256 1 3
3 18 . 0 0 0 -1 -1 -1 256 1 3
3 19 . 0 0 0 -1 -1 -1 256 1 3
3 20 . 0 0 0 -1 -1 -1 256 1 3
3 21 . 0 0 0 -1 -1 -1 256 1 3
3 22 . 0 0 0 -1 -1 -1 256 1 3
3 23 . 1 0 0 6 -1 -1 256 1 3
3 24 . 0 0 0 -1 -1 -1 256 1 3
3 25 . 0 0 0 -1 -1 -1 256 1 3
3 26 . 0 0 0 -1 -1 -1 256 1 3
3 27 . 0 0 0 -1 -1 -1 256 1 3
3 28 . 0 0 0 -1 -1 -1 256 1 3
3 29 . 0 0 0 -1 -1 -1 256 1 3
3 30 . 0 0 0 -1 -1 -1 256 1 3
3 31 . 0 0 0 -1 -1 -1 256 1 3
3 32 . 0 0 0 -1 -1 -1 256 1 3
3 33 . 0 0 0 -1 -1 -1 256 1 3
3 34 . 0 0 0 -1 -1 -1 256 1 3
3 35 . 0 0 0 -1 -1 -1 256 1 3
3 36 . 0 0 0 -1 -1 -1 256 1 3
3 37 . 0 0 0 -1 -1 -1 256 1 3
3 38 . 0 0 0 -1 -1 -1 256 1 3
3 39 . 0 0 0 -1 -1 -1 256 1 3
3 40 . 0 0 0 -1 -1 -1 256 1 3
3 41 . 0 0 0 -1 -1 -1 256 1 3
3 42 . 0 0 0 -1 -1 -1 256 1 3
3 43 . 0 0 0 -1 -1 -1 256 1 3
3 44 . 0 0 0 -1 -1 -1 256 1 3
3 45 . 0 1 0 -1 6 -1 256 1 3
3 46 . 0 0 0 -1 -1 -1 256 1 3
3 47 . 0 0 0 -1 -1 -1 256 1 3
3 48 . 0 0 0 -1 -1 -1 256 1 3
3 49 . 0 0 0 -1 -1 -1 256 1 3
3 50 . 0 0 0 -1 -1 -1 256 1 3
3 51 . 0 0 0 -1 -1 -1 256 1 3
3 52 . 0 0 0 -1 -1 -1 256 1 3
3 53 . 0 0 0 -1 -1 -1 256 1 3
3 54 . 0 0 0 -1 -1 -1 256 1 3
3 55 . 0 0 0 -1 -1 -1 256 1 3
3 56 . 0 0 0 -1 -1 -1 256 1 3
3 57 . 0 0 0 -1 -1 -1 256 1 3
3 58 . 0 0 0 -1 -1 -1 256 1 3
3 59 . 0 0 0 -1 -1 -1 256 1 3
3 60 . 0 0 0 -1 -1 -1 256 1 3
3 61 . 0 0 0 -1 -1 -1 256 1 3
3 62 . 0 0 0 -1 -1 -1 256 1 3
3 63 . 0 0 0 -1 -1 -1 256 1 3
3 64 . 0 0 0 -1 -1 -1 256 1 3
3 65 . 0 0 0 -1 -1 -1 256 1 3
3 66 # 0 0 0 -1 -1 -1 256 1 3
4 0 # 0 0 0 -1 -1 -1 256 1 3
4 1 . 0 0 0 -1 -1 -1 256 1 3
4 2 . 0 0 0 -1 -1 -1 256 1 3
4 3 . 0 0 0 -1 -1 -1 256 1 3
4 4 . 0 0 0 -1 -1 -1 256 1 3
4 5 . 0 0 0 -1 -1 -1 256 1 3
4 6 . 0 0 0 -1 -1 -1 256 1 3
4 7 . 0 0 0 -1 -1 -1 256 1 3
4 8 . 0 0 0 -1 -1 -1 256 1 3
4 9 . 0 0 0 -1 -1 -1 256 1 3
4 10 . 0 0 0 -1 -1 -1 256 1 3
4 11 . 0 0 0 -1 -1 -1 256 1 3
4 12 . 0 0 0 -1 -1 -1 256 1 3
4 13 . 0 0 0 -1 -1 -1 256 1 3
4 14 . 0 0 0 -1 -1 -1 256 1 3
4 15 . 0 0 0 -1 -1 -1 256 1 3
4 16 . 0 0 0 -1 -1 -1 256 1 3
4 17 . 0 0 0 -1 -1 -1 256 1 3
4 18 . 0 0 0 -1 -1 -1 256 1 3
4 19 . 0 0 0 -1 -1 -1 256 1 3
4 20 . 0 0 0 -1 -1 -1 256 1 3
4 21 . 0 0 0 -1 -1 -1 256 1 3
4 22 . 0 0 1 -1 -1 26 256 1 3
4 23 . 0 0 0 -1 -1 -1 256 1 3
4 24 . 0 0 0 -1 -1 -1 256 1 3
4 25 . 0 0 0 -1 -1 -1 256 1 3
4 26 . 0 0 0 -1 -1 -1 256 1 3
4 27 . 0 0 0 -1 -1 -1 256 1 3
4 28 . 0 0 0 -1 -1 -1 256 1 3
4 29 . 0 0 0 -1 -1 -1 256 1 3
4 30 . 0 0 0 -1 -1 -1 256 1 3
4 31 . 0 0 0 -1 -1 -1 256 1 3
4 32 . 0 0 0 -1 -1 -1 256 1 3
4 33 . 0 0 0 -1 -1 -1 256 1 3
4 34 . 0 0 0 -1 -1 -1 256 1 3
4 35 . 0 0 0 -1 -1 -1 256 1 3
4 36 . 0 0 0 -1 -1 -1 256 1 3
4 37 . 0 0 0 -1 -1 -1 256 1 3
4 38 . 0 0 0 -1 -1 -1 256 1 3
4 39 . 0 0 0 -1 -1 -1 256 1 3
4 40 . 0 0 0 -1 -1 -1 256 1 3
4 41 . 0 0 0 -1 -1 -1 256 1 3
4 42 . 0 0 0 -1 -1 -1 256 1 3
4 43 . 0 0 0 -1 -1 -1 256 1 3
4 44 . 0 0 0 -1 -1 -1 256 1 3
4 45 . 0 0 0 -1 -1 -1 256 1 3
4 46 . 0 0 0 -1 -1 -1 256 1 3
4 47 . 0 0 0 -1 -1 -1 256 1 3
4 48 . 0 0 0 -1 -1 -1 256 1 3
4 49 . 0 0 0 -1 -1 -1 256 1 3
4 50 . 0 0 0 -1 -1 -1 256 1 3
4 51 . 0 0 0 -1 -1 -1 256 1 3
4 52 . 0 0 0 -1 -1 -1 256 1 3
4 53 . 0 0 0 -1 -1 -1 256 1 3
4 54 . 0 0 0 -1 -1 -1 256 1 3
4 55 . 0 0 0 -1 -1 -1 256 1 3
4 56 . 0 0 0 -1 -1 -1 256 1 3
4 57 . 0 0 0 -1 -1 -1 256 1 3
4 58 . 0 0 0 -1 -1 -1 256 1 3
4 59 . 0 0 0 -1 -1 -1 256 1 3
4 60 . 0 0 0 -1 -1 -1 256 1 3
4 61 . 0 0 0 -1 -1 -1 256 1 3
4 62 . 0 0 0 -1 -1 -1 256 1 3
4 63 . 0 0 0 -1 -1 -1 256 1 3
4 64 . 0 0 0 -1 -1 -1 256 1 3
4 65 . 0 0 0 -1 -1 -1 256 1 3
4 66 # 0 0 0 -1 -1 -1 256 1 3
5 0 # 0 0 0 -1 -1 -1 256 1 3
5 1 . 0 0 0 -1 -1 -1 256 1 3
5 2 . 0 0 0 -1 -1 -1 256 1 3
5 3 . 0 0 0 -1 -1 -1 256 1 3
5 4 . 0 0 0 -1 -1 -1 256 1 3
5 5 . 0 0 0 -1 -1 -1 256 1 3
5 6 . 0 0 0 -1 -1 -1 256 1 3
5 7 . 0 0 0 -1 -1 -1 256 1 3
5 8 . 0 0 0 -1 -1 -1 256 1 3
5 9 . 0 0 0 -1 -1 -1 256 1 3
5 10 . 0 0 0 -1 -1 -1 256 1 3
5 11 . 0 0 0 -1 -1 -1 256 1 3
5 12 . 0 0 0 -1 -1 -1 256 1 3
5 13 . 0 0 0 -1 -1 -1 256 1 3
5 14 . 0 0 0 -1 -1 -1 256 1 3
5 15 . 0 0 0 -1 -1 -1 256 1 3
5 16 . 0 0 0 -1 -1 -1 256 1 3
5 17 . 0 0 0 -1 -1 -1 256 1 3
5 18 . 0 0 0 -1 -1 -1 256 1 3
5 19 . 0 0 0 -1 -1 -1 256 1 3
5 20 . 0 0 0 -1 -1 -1 256 1 3
5 21 . 0 0 0 -1 -1 -1 256 1 3
5 22 . 0 0 0 -1 -1 -1 256 1 3
5 23 . 0 0 0 -1 -1 -1 256 1 3
5 24 . 0 0 0 -1 -1 -1 256 1 3
5 25 # 0 0 0 -1 -1 -1 256 1 3
5 26 # 0 0 0 -1 -1 -1 256 1 3
5 27 # 0 0 0 -1 -1 -1 256 1 3
5 28 # 0 0 0 -1 -1 -1 256 1 3
5 29 # 0 0 0 -1 -1 -1 256 1 3
5 30 # 0 0 0 -1 -1 -1 256 1 3
5 31 # 0 0 0 -1 -1 -1 256 1 3
5 32 # 0 0 0 -1 -1 -1 256 1 3
5 33 # 0 0 0 -1 -1 -1 256 1 3
5 34 # 0 0 0 -1 -1 -1 256 1 3
5 35 # 0 0 0 -1 -1 -1 256 1 3
5 36 # 0 0 0 -1 -1 -1 256 1 3
5 37 # 0 0 0 -1 -1 -1 256 1 3
5 38 # 0 0 0 -1 -1 -1 256 1 3
5 39 # 0 0 0 -1 -1 -1 256 1 3
5 40 . 0 1 0 -1 2 -1 256 1 1
5 41 # 0 0 0 -1 -1 -1 256 1 3
5 42 # 0 0 0 -1 -1 -1 256 1 3
5 43 # 0 0 0 -1 -1 -1 256 1 3
5 44 # 0 0 0 -1 -1 -1 256 1 3
5 45 # 0 0 0 -1 -1 -1 256 1 3
5 46 # 0 0 0 -1 -1 -1 256 1 3
5 47 # 0 0 0 -1 -1 -1 256 1 3
5 48 # 0 0 0 -1 -1 -1 256 1 3
5 49 # 0 0 0 -1 -1 -1 256 1 3
5 50 # 0 0 0 -1 -1 -1 256 1 3
5 51 # 0 0 0 -1 -1 -1 256 1 3
5 52 # 0 0 0 -1 -1 -1 256 1 3
5 53 # 0 0 0 -1 -1 -1 256 1 3
5 54 # 0 0 0 -1 -1 -1 256 1 3
5 55 # 0 0 0 -1 -1 -1 256 1 3
5 56 # 0 0 0 -1 -1 -1 256 1 3
5 57 # 0 0 0 -1 -1 -1 256 1 3
5 58 # 0 0 0 -1 -1 -1 256 1 3
5 59 # 0 0 0 -1 -1 -1 256 1 3
5 60 # 0 0 0 -1 -1 -1 256 1 3
5 61 . 0 1 0 -1 2 -1 256 1 1
5 62 # 0 0 0 -1 -1 -1 256 1 3
5 63 . 0 0 0 -1 -1 -1 256 1 3
5 64 . 0 0 0 -1 -1 -1 256 1 3
5 65 . 0 0 0 -1 -1 -1 256 1 3
5 66 # 0 0 0 -1 -1 -1 256 1 3
6 0 # 0 0 0 -1 -1 -1 256 1 3
6 1 . 0 0 0 -1 -1 -1 256 1 3
6 2 . 0 0 0 -1 -1 -1 256 1 3
6 3 . 0 0 0 -1 -1 -1 256 1 3
6 4 . 0 0 0 -1 -1 -1 256 1 3
6 5 . 0 0 0 -1 -1 -1 256 1 3
6 6 . 0 0 0 -1 -1 -1 256 1 3
6 7 . 0 0 0 -1 -1 -1 256 1 3
6 8 . 0 0 0 -1 -1 -1 256 1 3
6 9 . 0 0 0 -1 -1 -1 256 1 3
6 10 . 0 0 0 -1 -1 -1 256 1 3
6 11 . 0 0 0 -1 -1 -1 256 1 3
6 12 . 0 0 0 -1 -1 -1 256 1 3
6 13 . 0 0 0 -1 -1 -1 256 1 3
6 14 . 0 0 0 -1 -1 -1 256 1 3
6 15 . 0 0 0 -1 -1 -1 256 1 3
6 16 . 0 0 0 -1 -1 -1 256 1 3
6 17 . 0 0 0 -1 -1 -1 256 1 3
6 18 . 0 0 0 -1 -1 -1 256 1 3
6 19 . 0 0 0 -1 -1 -1 256 1 3
6 20 . 0 0 0 -1 -1 -1 256 1 3
6 21 . 0 0 0 -1 -1 -1 256 1 3
6 22 . 0 0 0 -1 -1 -1 256 1 3
6 23 . 0 0 0 -1 -1 -1 256 1 3
6 24 . 0 0 0 -1 -1 -1 256 1 3
6 25 # 0 0 0 -1 -1 -1 256 1 3
6 26 # 0 0 0 -1 -1 -1 256 1 3
6 27 # 0 0 0 -1 -1 -1 256 1 3
6 28 # 0 0 0 -1 -1 -1 256 1 3
6 29 # 0 0 0 -1 -1 -1 256 1 3
6 30 # 0 0 0 -1 -1 -1 256 1 3
6 31 # 0 0 0 -1 -1 -1 256 1 3
6 32 # 0 0 0 -1 -1 -1 256 1 3
6 33 # 0 0 0 -1 -1 -1 256 1 3
6 34 # 0 0 0 -1 -1 -1 256 1 3
6 35 # 0 0 0 -1 -1 -1 256 1 3
6 36 # 0 0 0 -1 -1 -1 256 1 3
6 37 # 0 0 0 -1 -1 -1 256 1 3
6 38 # 0 0 0 -1 -1 -1 256 1 3
6 39 # 0 0 0 -1 -1 -1 256 1 3
6 40 . 0 1 0 -1 2 -1 256 1 1
6 41 # 0 0 0 -1 -1 -1 256 1 3
6 42 # 0 0 0 -1 -1 -1 256 1 3
6 43 # 0 0 0 -1 -1 -1 256 1 3
6 44 # 0 0 0 -1 -1 -1 256 1 3
6 45 # 0 0 0 -1 -1 -1 256 1 3
6 46 # 0 0 0 -1 -1 -1 256 1 3
6 47 # 0 0 0 -1 -1 -1 256 1 3
6 48 # 0 0 0 -1 -1 -1 256 1 3
6 49 # 0 0 0 -1 -1 -1 256 1 3
6 50 # 0 0 0 -1 -1 -1 256 1 3
6 51 # 0 0 0 -1 -1 -1 256 1 3
6 52 # 0 0 0 -1 -1 -1 256 1 3
6 53 # 0 0 0 -1 -1 -1 256 1 3
6 54 # 0 0 0 -1 -1 -1 256 1 3
6 55 # 0 0 0 -1 -1 -1 256 1 3
6 56 # 0 0 0 -1 -1 -1 256 1 3
6 57 # 0 0 0 -1 -1 -1 256 1 3
6 58 # 0 0 0 -1 -1 -1 256 1 3
6 59 # 0 0 0 -1 -1 -1 256 1 3
6 60 # 0 0 0 -1 -1 -1 256 1 3
6 61 . 0 1 0 -1 2 -1 256 1 1
6 62 # 0 0 0 -1 -1 -1 256 1 3
6 63 . 0 0 0 -1 -1 -1 256 1 3
6 64 . 0 0 0 -1 -1 -1 256 1 3
6 65 . 0 0 0 -1 -1 -1 256 1 3
6 66 # 0 0 0 -1 -1 -1 256 1 3
7 0 # 0 0 0 -1 -1 -1 256 1 3
7 1 . 0 0 0 -1 -1 -1 256 1 3
7 2 . 0 0 0 -1 -1 -1 256 1 3
7 3 # 0 0 0 -1 -1 -1 256 1 3
7 4 # 0 0 0 -1 -1 -1 256 1 3
7 5 # 0 0 0 -1 -1 -1 256 1 3
7 6 # 0 0 0 -1 -1 -1 256 1 3
7 7 # 0 0 0 -1 -1 -1 256 1 3
7 8 # 0 0 0 -1 -1 -1 256 1 3
7 9 # 0 0 0 -1 -1 -1 256 1 3
7 10 # 0 0 0 -1 -1 -1 256 1 3
7 11 # 0 0 0 -1 -1 -1 256 1 3
7 12 # 0 0 0 -1 -1 -1 256 1 3
7 13 # 0 0 0 -1 -1 -1 256 1 3
7 14 # 0 0 0 -1 -1 -1 256 1 3
7 15 # 0 0 0 -1 -1 -1 256 1 3
7 16 # 0 0 0 -1 -1 -1 256 1 3
7 17 # 0 0 0 -1 -1 -1 256 1 3
7 18 # 0 0 0 -1 -1 -1 256 1 3
7 19 # 0 0 0 -1 -1 -1 256 1 3
7 20 # 0 0 0 -1 -1 -1 256 1 3
7 21 # 0 0 0 -1 -1 -1 256 1 3
7 22 # 0 0 0 -1 -1 -1 256 1 3
7 23 # 0 0 0 -1 -1 -1 256 1 3
7 24 # 0 0 0 -1 -1 -1 256 1 3
7 25 # 0 0 0 -1 -1 -1 256 1 3
7 26 . 0 0 0 -1 -1 -1 256 1 3
7 27 . 0 0 0 -1 -1 -1 256 1 3
7 28 . 0 0 0 -1 -1 -1 256 1 3
7 29 . 0 0 0 -1 -1 -1 256 1 3
7 30 . 0 0 0 -1 -1 -1 256 1 3
7 31 . 0 0 0 -1 -1 -1 256 1 3
7 32 . 0 0 0 -1 -1 -1 256 1 3
7 33 . 0 0 0 -1 -1 -1 256 1 3
7 34 . 0 0 0 -1 -1 -1 256 1 3
7 35 . 0 0 0 -1 -1 -1 256 1 3
7 36 . 0 0 0 -1 -1 -1 256 1 3
7 37 . 0 0 0 -1 -1 -1 256 1 3
7 38 . 0 0 0 -1 -1 -1 256 1 3
7 39 . 0 0 0 -1 -1 -1 256 1 3
7 40 . 1 0 0 21 -1 -1 256 1 3
7 41 . 0 0 0 -1 -1 -1 256 1 3
7 42 . 0 0 0 -1 -1 -1 256 1 3
7 43 . 0 0 0 -1 -1 -1 256 1 3
